"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.masterEnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",,"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.secondaryGnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",
26.365,0,26.365,1
26.366,0,26.366,1
26.367,0,26.367,0
26.368,0,26.368,0
26.369,0,26.369,0
26.37,0,26.37,0
26.371,1,26.371,0
26.372,0,26.372,3
26.373,3,26.373,2
26.374,3,26.374,2
26.375,4,26.375,1
26.376,1,26.376,1
26.377,3,26.377,0
26.378,0,26.378,0
26.379,1,26.379,1
26.38,4,26.38,0
26.381,0,26.381,0
26.382,0,26.382,1
26.383,0,26.383,0
26.384,0,26.384,0
26.385,0,26.385,1
26.386,0,26.386,0
26.387,0,26.387,0
26.388,0,26.388,0
26.389,0,26.389,0
26.39,0,26.39,0
26.391,1,26.391,0
26.392,0,26.392,3
26.393,3,26.393,2
26.394,3,26.394,2
26.395,5,26.395,1
26.396,2,26.396,1
26.397,3,26.397,0
26.398,0,26.398,0
26.399,1,26.399,1
26.4,4,26.4,0
26.401,0,26.401,0
26.402,0,26.402,1
26.403,0,26.403,0
26.404,0,26.404,0
26.405,0,26.405,1
26.406,0,26.406,0
26.407,0,26.407,0
26.408,0,26.408,0
26.409,0,26.409,0
26.41,0,26.41,0
26.411,1,26.411,0
26.412,0,26.412,3
26.413,3,26.413,2
26.414,3,26.414,2
26.415,3,26.415,1
26.416,1,26.416,1
26.417,3,26.417,0
26.418,0,26.418,0
26.419,1,26.419,1
26.42,3,26.42,0
26.421,0,26.421,0
26.422,0,26.422,1
26.423,0,26.423,0
26.424,0,26.424,0
26.425,0,26.425,1
26.426,0,26.426,0
26.427,0,26.427,0
26.428,0,26.428,0
26.429,0,26.429,0
26.43,0,26.43,0
26.431,1,26.431,0
26.432,0,26.432,3
26.433,3,26.433,2
26.434,3,26.434,2
26.435,4,26.435,1
26.436,1,26.436,1
26.437,3,26.437,0
26.438,0,26.438,0
26.439,1,26.439,1
26.44,3,26.44,0
26.441,0,26.441,0
26.442,0,26.442,1
26.443,0,26.443,0
26.444,0,26.444,0
26.445,0,26.445,1
26.446,0,26.446,0
26.447,0,26.447,0
26.448,0,26.448,0
26.449,0,26.449,0
26.45,0,26.45,0
26.451,1,26.451,0
26.452,0,26.452,3
26.453,3,26.453,2
26.454,4,26.454,2
26.455,3,26.455,1
26.456,1,26.456,1
26.457,3,26.457,0
26.458,0,26.458,0
26.459,1,26.459,1
26.46,5,26.46,2
26.461,0,26.461,0
26.462,0,26.462,1
26.463,0,26.463,0
26.464,0,26.464,0
26.465,0,26.465,1
26.466,1,26.466,1
26.467,0,26.467,0
26.468,0,26.468,0
26.469,0,26.469,0
26.47,0,26.47,0
26.471,2,26.471,0
26.472,0,26.472,4
26.473,2,26.473,2
26.474,5,26.474,2
26.475,4,26.475,1
26.476,2,26.476,1
26.477,2,26.477,0
26.478,2,26.478,0
26.479,1,26.479,1
26.48,6,26.48,1
26.481,1,26.481,0
26.482,0,26.482,1
26.483,0,26.483,0
26.484,0,26.484,0
26.485,0,26.485,1
26.486,0,26.486,1
26.487,0,26.487,0
26.488,0,26.488,0
26.489,0,26.489,0
26.49,0,26.49,0
26.491,1,26.491,0
26.492,0,26.492,3
26.493,3,26.493,2
26.494,3,26.494,2
26.495,5,26.495,1
26.496,1,26.496,1
26.497,3,26.497,0
26.498,0,26.498,0
26.499,1,26.499,1
26.5,3,26.5,0
26.501,0,26.501,0
26.502,0,26.502,1
26.503,0,26.503,0
26.504,0,26.504,0
26.505,0,26.505,1
26.506,0,26.506,0
26.507,0,26.507,0
26.508,0,26.508,0
26.509,0,26.509,0
26.51,0,26.51,0
26.511,1,26.511,0
26.512,0,26.512,3
26.513,3,26.513,2
26.514,3,26.514,2
26.515,4,26.515,1
26.516,1,26.516,1
26.517,3,26.517,0
26.518,0,26.518,0
26.519,1,26.519,1
26.52,3,26.52,0
26.521,0,26.521,0
26.522,0,26.522,1
26.523,0,26.523,0
26.524,0,26.524,0
26.525,0,26.525,1
26.526,0,26.526,0
26.527,0,26.527,0
26.528,0,26.528,0
26.529,0,26.529,0
26.53,0,26.53,0
26.531,1,26.531,0
26.532,0,26.532,3
26.533,3,26.533,2
26.534,3,26.534,2
26.535,4,26.535,1
26.536,1,26.536,1
26.537,3,26.537,0
26.538,0,26.538,0
26.539,1,26.539,1
26.54,3,26.54,0
26.541,0,26.541,0
26.542,0,26.542,1
26.543,0,26.543,0
26.544,0,26.544,0
26.545,0,26.545,1
26.546,0,26.546,0
26.547,0,26.547,0
26.548,0,26.548,0
26.549,0,26.549,0
26.55,0,26.55,0
26.551,1,26.551,0
26.552,0,26.552,3
26.553,3,26.553,2
26.554,4,26.554,2
26.555,2,26.555,1
26.556,1,26.556,1
26.557,3,26.557,0
26.558,0,26.558,0
26.559,1,26.559,1
26.56,4,26.56,1
26.561,0,26.561,0
26.562,0,26.562,1
26.563,0,26.563,0
26.564,0,26.564,0
26.565,0,26.565,1
26.566,1,26.566,0
26.567,0,26.567,0
26.568,0,26.568,0
26.569,0,26.569,0
26.57,0,26.57,0
26.571,1,26.571,0
26.572,0,26.572,3
26.573,3,26.573,2
26.574,4,26.574,2
26.575,2,26.575,1
26.576,1,26.576,1
26.577,2,26.577,0
26.578,0,26.578,0
26.579,1,26.579,1
26.58,4,26.58,1
26.581,0,26.581,0
26.582,0,26.582,1
26.583,0,26.583,0
26.584,0,26.584,0
26.585,0,26.585,1
26.586,0,26.586,1
26.587,0,26.587,0
26.588,0,26.588,0
26.589,0,26.589,0
26.59,0,26.59,0
26.591,1,26.591,0
26.592,0,26.592,3
26.593,3,26.593,2
26.594,4,26.594,2
26.595,2,26.595,1
26.596,1,26.596,1
26.597,2,26.597,0
26.598,0,26.598,0
26.599,1,26.599,1
26.6,4,26.6,1
26.601,0,26.601,0
26.602,0,26.602,1
26.603,0,26.603,0
26.604,0,26.604,0
26.605,0,26.605,1
26.606,0,26.606,1
26.607,0,26.607,0
26.608,0,26.608,0
26.609,0,26.609,0
26.61,0,26.61,0
26.611,1,26.611,0
26.612,0,26.612,3
26.613,3,26.613,2
26.614,5,26.614,2
26.615,1,26.615,1
26.616,1,26.616,1
26.617,2,26.617,0
26.618,0,26.618,0
26.619,1,26.619,1
26.62,5,26.62,1
26.621,1,26.621,0
26.622,1,26.622,1
26.623,0,26.623,0
26.624,0,26.624,0
26.625,0,26.625,1
26.626,0,26.626,0
26.627,0,26.627,0
26.628,0,26.628,1
26.629,0,26.629,0
26.63,0,26.63,0
26.631,1,26.631,0
26.632,0,26.632,3
26.633,3,26.633,2
26.634,4,26.634,2
26.635,3,26.635,1
26.636,1,26.636,1
26.637,2,26.637,0
26.638,0,26.638,0
26.639,4,26.639,1
26.64,3,26.64,1
26.641,2,26.641,1
26.642,0,26.642,1
26.643,0,26.643,0
26.644,0,26.644,0
26.645,0,26.645,1
26.646,0,26.646,1
26.647,1,26.647,0
26.648,0,26.648,0
26.649,0,26.649,0
26.65,0,26.65,0
26.651,1,26.651,0
26.652,0,26.652,3
26.653,3,26.653,2
26.654,5,26.654,2
26.655,2,26.655,1
26.656,1,26.656,1
26.657,2,26.657,0
26.658,0,26.658,0
26.659,1,26.659,1
26.66,4,26.66,1
26.661,1,26.661,0
26.662,0,26.662,1
26.663,0,26.663,0
26.664,0,26.664,0
26.665,0,26.665,1
26.666,0,26.666,1
26.667,0,26.667,0
26.668,0,26.668,0
26.669,0,26.669,0
26.67,0,26.67,0
26.671,1,26.671,0
26.672,0,26.672,3
26.673,3,26.673,2
26.674,5,26.674,2
26.675,2,26.675,1
26.676,1,26.676,1
26.677,2,26.677,0
26.678,0,26.678,0
26.679,1,26.679,1
26.68,4,26.68,1
26.681,1,26.681,0
26.682,0,26.682,1
26.683,0,26.683,0
26.684,0,26.684,0
26.685,0,26.685,1
26.686,0,26.686,0
26.687,0,26.687,0
26.688,0,26.688,0
26.689,0,26.689,0
26.69,0,26.69,0
26.691,1,26.691,0
26.692,0,26.692,3
26.693,3,26.693,2
26.694,4,26.694,2
26.695,2,26.695,1
26.696,1,26.696,1
26.697,2,26.697,0
26.698,0,26.698,0
26.699,1,26.699,1
26.7,4,26.7,1
26.701,1,26.701,0
26.702,0,26.702,1
26.703,0,26.703,0
26.704,0,26.704,0
26.705,0,26.705,1
26.706,0,26.706,0
26.707,0,26.707,0
26.708,0,26.708,0
26.709,0,26.709,0
26.71,0,26.71,0
26.711,1,26.711,0
26.712,0,26.712,3
26.713,3,26.713,2
26.714,5,26.714,2
26.715,2,26.715,1
26.716,1,26.716,1
26.717,2,26.717,0
26.718,0,26.718,0
26.719,1,26.719,1
26.72,4,26.72,1
26.721,3,26.721,1
26.722,0,26.722,1
26.723,0,26.723,0
26.724,0,26.724,0
26.725,0,26.725,1
26.726,1,26.726,0
26.727,1,26.727,0
26.728,0,26.728,0
26.729,0,26.729,0
26.73,0,26.73,0
26.731,1,26.731,0
26.732,0,26.732,3
26.733,3,26.733,2
26.734,5,26.734,2
26.735,2,26.735,1
26.736,1,26.736,1
26.737,2,26.737,0
26.738,0,26.738,0
26.739,1,26.739,1
26.74,4,26.74,1
26.741,1,26.741,0
26.742,0,26.742,1
26.743,0,26.743,0
26.744,0,26.744,0
26.745,0,26.745,1
26.746,0,26.746,0
26.747,0,26.747,0
26.748,0,26.748,0
26.749,0,26.749,0
26.75,0,26.75,0
26.751,1,26.751,0
26.752,0,26.752,3
26.753,3,26.753,2
26.754,5,26.754,2
26.755,3,26.755,1
26.756,1,26.756,1
26.757,3,26.757,0
26.758,0,26.758,0
26.759,1,26.759,1
26.76,5,26.76,1
26.761,1,26.761,0
26.762,0,26.762,1
26.763,0,26.763,0
26.764,0,26.764,0
26.765,0,26.765,1
26.766,0,26.766,0
26.767,0,26.767,0
26.768,0,26.768,0
26.769,0,26.769,0
26.77,0,26.77,0
26.771,1,26.771,0
26.772,0,26.772,3
26.773,3,26.773,2
26.774,4,26.774,2
26.775,4,26.775,1
26.776,1,26.776,1
26.777,2,26.777,0
26.778,0,26.778,0
26.779,1,26.779,1
26.78,3,26.78,0
26.781,1,26.781,0
26.782,0,26.782,1
26.783,0,26.783,0
26.784,0,26.784,0
26.785,0,26.785,1
26.786,0,26.786,0
26.787,0,26.787,0
26.788,0,26.788,0
26.789,0,26.789,0
26.79,0,26.79,0
26.791,1,26.791,0
26.792,0,26.792,3
26.793,3,26.793,2
26.794,5,26.794,2
26.795,3,26.795,1
26.796,1,26.796,1
26.797,2,26.797,0
26.798,0,26.798,0
26.799,1,26.799,1
26.8,5,26.8,1
26.801,1,26.801,1
26.802,1,26.802,1
26.803,0,26.803,0
26.804,0,26.804,0
26.805,0,26.805,1
26.806,0,26.806,1
26.807,0,26.807,0
26.808,0,26.808,1
26.809,0,26.809,0
26.81,0,26.81,0
26.811,1,26.811,0
26.812,0,26.812,3
26.813,3,26.813,2
26.814,4,26.814,2
26.815,3,26.815,1
26.816,2,26.816,1
26.817,2,26.817,0
26.818,0,26.818,0
26.819,4,26.819,2
26.82,5,26.82,1
26.821,2,26.821,1
26.822,0,26.822,1
26.823,0,26.823,0
26.824,0,26.824,0
26.825,1,26.825,1
26.826,0,26.826,0
26.827,0,26.827,0
26.828,0,26.828,0
26.829,0,26.829,0
26.83,0,26.83,0
26.831,2,26.831,0
26.832,0,26.832,3
26.833,3,26.833,2
26.834,4,26.834,2
26.835,4,26.835,1
26.836,1,26.836,1
26.837,2,26.837,0
26.838,0,26.838,0
26.839,1,26.839,1
26.84,3,26.84,0
26.841,2,26.841,0
26.842,0,26.842,1
26.843,0,26.843,0
26.844,0,26.844,0
26.845,0,26.845,1
26.846,0,26.846,0
26.847,0,26.847,0
26.848,0,26.848,0
26.849,0,26.849,0
26.85,0,26.85,0
26.851,1,26.851,0
26.852,0,26.852,3
26.853,3,26.853,2
26.854,5,26.854,2
26.855,2,26.855,1
26.856,1,26.856,1
26.857,3,26.857,0
26.858,0,26.858,0
26.859,1,26.859,1
26.86,4,26.86,1
26.861,2,26.861,0
26.862,0,26.862,1
26.863,0,26.863,0
26.864,0,26.864,0
26.865,0,26.865,1
26.866,1,26.866,1
26.867,0,26.867,0
26.868,0,26.868,0
26.869,0,26.869,0
26.87,0,26.87,0
26.871,1,26.871,0
26.872,0,26.872,4
26.873,2,26.873,2
26.874,5,26.874,2
26.875,4,26.875,1
26.876,2,26.876,1
26.877,2,26.877,0
26.878,1,26.878,0
26.879,1,26.879,1
26.88,5,26.88,1
26.881,0,26.881,0
26.882,0,26.882,1
26.883,0,26.883,0
26.884,0,26.884,0
26.885,0,26.885,1
26.886,0,26.886,1
26.887,0,26.887,0
26.888,0,26.888,0
26.889,0,26.889,0
26.89,0,26.89,0
26.891,1,26.891,0
26.892,0,26.892,3
26.893,3,26.893,2
26.894,4,26.894,2
26.895,2,26.895,1
26.896,1,26.896,1
26.897,2,26.897,0
26.898,0,26.898,0
26.899,1,26.899,1
26.9,3,26.9,0
26.901,2,26.901,0
26.902,0,26.902,1
26.903,0,26.903,0
26.904,0,26.904,0
26.905,0,26.905,1
26.906,0,26.906,0
26.907,0,26.907,0
26.908,0,26.908,0
26.909,0,26.909,0
26.91,0,26.91,0
26.911,1,26.911,0
26.912,0,26.912,3
26.913,3,26.913,2
26.914,4,26.914,2
26.915,3,26.915,1
26.916,1,26.916,1
26.917,2,26.917,0
26.918,0,26.918,0
26.919,1,26.919,1
26.92,3,26.92,0
26.921,2,26.921,0
26.922,1,26.922,1
26.923,0,26.923,0
26.924,0,26.924,0
26.925,0,26.925,1
26.926,0,26.926,0
26.927,0,26.927,0
26.928,0,26.928,0
26.929,0,26.929,0
26.93,0,26.93,0
26.931,1,26.931,0
26.932,0,26.932,3
26.933,3,26.933,2
26.934,4,26.934,2
26.935,3,26.935,1
26.936,1,26.936,1
26.937,2,26.937,0
26.938,0,26.938,0
26.939,1,26.939,1
26.94,3,26.94,0
26.941,2,26.941,0
26.942,0,26.942,1
26.943,0,26.943,0
26.944,0,26.944,0
26.945,0,26.945,1
26.946,0,26.946,0
26.947,0,26.947,0
26.948,0,26.948,0
26.949,0,26.949,0
26.95,0,26.95,0
26.951,1,26.951,0
26.952,0,26.952,3
26.953,3,26.953,2
26.954,5,26.954,2
26.955,2,26.955,1
26.956,1,26.956,1
26.957,2,26.957,0
26.958,0,26.958,0
26.959,1,26.959,1
26.96,3,26.96,0
26.961,2,26.961,0
26.962,1,26.962,1
26.963,0,26.963,0
26.964,0,26.964,0
26.965,0,26.965,1
26.966,0,26.966,0
26.967,0,26.967,0
26.968,0,26.968,0
26.969,0,26.969,0
26.97,0,26.97,0
26.971,1,26.971,0
26.972,0,26.972,3
26.973,3,26.973,2
26.974,4,26.974,2
26.975,3,26.975,1
26.976,1,26.976,1
26.977,2,26.977,0
26.978,0,26.978,0
26.979,1,26.979,1
26.98,3,26.98,1
26.981,2,26.981,0
26.982,0,26.982,1
26.983,0,26.983,0
26.984,0,26.984,0
26.985,0,26.985,1
26.986,0,26.986,0
26.987,0,26.987,0
26.988,0,26.988,0
26.989,0,26.989,0
26.99,0,26.99,0
26.991,1,26.991,0
26.992,0,26.992,3
26.993,3,26.993,2
26.994,5,26.994,2
26.995,1,26.995,1
26.996,1,26.996,1
26.997,2,26.997,0
26.998,0,26.998,0
26.999,1,26.999,1
27,5,27,1
27.001,2,27.001,0
27.002,0,27.002,1
27.003,0,27.003,0
27.004,0,27.004,0
27.005,0,27.005,1
27.006,0,27.006,1
27.007,0,27.007,0
27.008,0,27.008,0
27.009,0,27.009,0
27.01,0,27.01,0
27.011,1,27.011,0
27.012,0,27.012,3
27.013,3,27.013,2
27.014,4,27.014,2
27.015,3,27.015,1
27.016,1,27.016,1
27.017,2,27.017,0
27.018,0,27.018,0
27.019,1,27.019,1
27.02,3,27.02,0
27.021,2,27.021,0
27.022,0,27.022,1
27.023,0,27.023,0
27.024,0,27.024,0
27.025,0,27.025,1
27.026,0,27.026,0
27.027,0,27.027,0
27.028,0,27.028,0
27.029,0,27.029,0
27.03,0,27.03,0
27.031,1,27.031,0
27.032,0,27.032,3
27.033,3,27.033,2
27.034,4,27.034,2
27.035,3,27.035,1
27.036,1,27.036,1
27.037,2,27.037,0
27.038,0,27.038,0
27.039,1,27.039,1
27.04,3,27.04,0
27.041,2,27.041,0
27.042,1,27.042,1
27.043,0,27.043,0
27.044,0,27.044,0
27.045,0,27.045,1
27.046,0,27.046,0
27.047,0,27.047,0
27.048,0,27.048,0
27.049,0,27.049,0
27.05,0,27.05,0
27.051,1,27.051,0
27.052,0,27.052,3
27.053,3,27.053,2
27.054,4,27.054,2
27.055,3,27.055,1
27.056,1,27.056,1
27.057,2,27.057,0
27.058,0,27.058,0
27.059,1,27.059,1
27.06,3,27.06,0
27.061,2,27.061,0
27.062,0,27.062,1
27.063,0,27.063,0
27.064,0,27.064,0
27.065,0,27.065,1
27.066,0,27.066,0
27.067,0,27.067,0
27.068,0,27.068,0
27.069,0,27.069,0
27.07,0,27.07,0
27.071,1,27.071,0
27.072,0,27.072,3
27.073,3,27.073,2
27.074,4,27.074,2
27.075,3,27.075,1
27.076,1,27.076,1
27.077,2,27.077,0
27.078,0,27.078,0
27.079,1,27.079,1
27.08,3,27.08,0
27.081,2,27.081,0
27.082,0,27.082,1
27.083,0,27.083,0
27.084,0,27.084,0
27.085,0,27.085,1
27.086,0,27.086,0
27.087,0,27.087,0
27.088,0,27.088,0
27.089,0,27.089,0
27.09,0,27.09,0
27.091,1,27.091,0
27.092,0,27.092,3
27.093,3,27.093,2
27.094,4,27.094,2
27.095,3,27.095,1
27.096,1,27.096,1
27.097,2,27.097,0
27.098,0,27.098,0
27.099,1,27.099,1
27.1,3,27.1,1
27.101,2,27.101,0
27.102,0,27.102,1
27.103,0,27.103,0
27.104,0,27.104,0
27.105,0,27.105,1
27.106,0,27.106,0
27.107,0,27.107,0
27.108,0,27.108,0
27.109,0,27.109,0
27.11,0,27.11,0
27.111,1,27.111,0
27.112,0,27.112,3
27.113,3,27.113,2
27.114,4,27.114,2
27.115,3,27.115,1
27.116,1,27.116,1
27.117,2,27.117,0
27.118,0,27.118,0
27.119,1,27.119,1
27.12,3,27.12,0
27.121,3,27.121,1
27.122,0,27.122,1
27.123,0,27.123,0
27.124,0,27.124,0
27.125,0,27.125,1
27.126,0,27.126,0
27.127,0,27.127,0
27.128,0,27.128,0
27.129,0,27.129,0
27.13,0,27.13,0
27.131,1,27.131,0
27.132,0,27.132,3
27.133,3,27.133,2
27.134,4,27.134,2
27.135,3,27.135,1
27.136,1,27.136,1
27.137,2,27.137,0
27.138,0,27.138,0
27.139,1,27.139,1
27.14,3,27.14,0
27.141,2,27.141,0
27.142,0,27.142,1
27.143,0,27.143,0
27.144,0,27.144,0
27.145,0,27.145,1
27.146,0,27.146,0
27.147,0,27.147,0
27.148,0,27.148,0
27.149,0,27.149,0
27.15,0,27.15,0
27.151,1,27.151,0
27.152,0,27.152,3
27.153,3,27.153,2
27.154,5,27.154,2
27.155,1,27.155,1
27.156,1,27.156,1
27.157,2,27.157,0
27.158,0,27.158,0
27.159,1,27.159,1
27.16,4,27.16,1
27.161,2,27.161,0
27.162,0,27.162,1
27.163,0,27.163,0
27.164,0,27.164,0
27.165,0,27.165,1
27.166,0,27.166,0
27.167,0,27.167,0
27.168,0,27.168,0
27.169,0,27.169,0
27.17,0,27.17,0
27.171,1,27.171,0
27.172,0,27.172,3
27.173,3,27.173,2
27.174,4,27.174,2
27.175,3,27.175,1
27.176,1,27.176,1
27.177,2,27.177,0
27.178,0,27.178,0
27.179,1,27.179,1
27.18,3,27.18,0
27.181,2,27.181,0
27.182,0,27.182,1
27.183,0,27.183,0
27.184,0,27.184,0
27.185,0,27.185,1
27.186,0,27.186,0
27.187,0,27.187,0
27.188,0,27.188,0
27.189,0,27.189,0
27.19,0,27.19,0
27.191,1,27.191,0
27.192,0,27.192,3
27.193,3,27.193,2
27.194,4,27.194,2
27.195,3,27.195,1
27.196,1,27.196,1
27.197,2,27.197,0
27.198,0,27.198,0
27.199,1,27.199,1
27.2,3,27.2,0
27.201,2,27.201,0
27.202,0,27.202,1
27.203,0,27.203,0
27.204,0,27.204,0
27.205,0,27.205,1
27.206,0,27.206,0
27.207,0,27.207,0
27.208,0,27.208,0
27.209,0,27.209,0
27.21,0,27.21,0
27.211,1,27.211,0
27.212,0,27.212,3
27.213,3,27.213,2
27.214,4,27.214,2
27.215,3,27.215,1
27.216,1,27.216,1
27.217,2,27.217,0
27.218,0,27.218,0
27.219,1,27.219,1
27.22,4,27.22,0
27.221,3,27.221,1
27.222,0,27.222,1
27.223,0,27.223,0
27.224,0,27.224,0
27.225,0,27.225,1
27.226,0,27.226,0
27.227,0,27.227,0
27.228,0,27.228,0
27.229,0,27.229,0
27.23,0,27.23,0
27.231,1,27.231,0
27.232,0,27.232,3
27.233,3,27.233,2
27.234,4,27.234,2
27.235,3,27.235,1
27.236,1,27.236,1
27.237,2,27.237,0
27.238,0,27.238,0
27.239,1,27.239,1
27.24,3,27.24,0
27.241,2,27.241,0
27.242,0,27.242,1
27.243,0,27.243,0
27.244,0,27.244,0
27.245,0,27.245,1
27.246,0,27.246,0
27.247,0,27.247,0
27.248,0,27.248,0
27.249,0,27.249,0
27.25,0,27.25,0
27.251,1,27.251,0
27.252,0,27.252,3
27.253,3,27.253,2
27.254,5,27.254,2
27.255,2,27.255,1
27.256,1,27.256,1
27.257,2,27.257,0
27.258,0,27.258,0
27.259,1,27.259,1
27.26,5,27.26,1
27.261,2,27.261,0
27.262,0,27.262,1
27.263,0,27.263,0
27.264,0,27.264,0
27.265,0,27.265,1
27.266,0,27.266,0
27.267,0,27.267,0
27.268,0,27.268,0
27.269,0,27.269,0
27.27,0,27.27,0
27.271,1,27.271,0
27.272,0,27.272,3
27.273,3,27.273,2
27.274,4,27.274,2
27.275,3,27.275,1
27.276,1,27.276,1
27.277,2,27.277,0
27.278,0,27.278,0
27.279,1,27.279,1
27.28,3,27.28,0
27.281,2,27.281,0
27.282,0,27.282,1
27.283,0,27.283,0
27.284,0,27.284,0
27.285,0,27.285,1
27.286,0,27.286,0
27.287,0,27.287,0
27.288,0,27.288,0
27.289,0,27.289,0
27.29,0,27.29,0
27.291,1,27.291,0
27.292,0,27.292,3
27.293,3,27.293,2
27.294,4,27.294,2
27.295,2,27.295,1
27.296,1,27.296,1
27.297,2,27.297,0
27.298,0,27.298,0
27.299,1,27.299,1
27.3,3,27.3,0
27.301,2,27.301,0
27.302,0,27.302,1
27.303,0,27.303,0
27.304,0,27.304,0
27.305,0,27.305,1
27.306,0,27.306,0
27.307,0,27.307,0
27.308,0,27.308,0
27.309,0,27.309,0
27.31,0,27.31,0
27.311,1,27.311,0
27.312,0,27.312,3
27.313,3,27.313,2
27.314,4,27.314,2
27.315,4,27.315,1
27.316,1,27.316,1
27.317,2,27.317,0
27.318,0,27.318,0
27.319,1,27.319,1
27.32,4,27.32,0
27.321,4,27.321,1
27.322,0,27.322,1
27.323,0,27.323,0
27.324,0,27.324,0
27.325,0,27.325,1
27.326,0,27.326,0
27.327,0,27.327,1
27.328,0,27.328,0
27.329,0,27.329,0
27.33,0,27.33,0
27.331,1,27.331,0
27.332,0,27.332,3
27.333,3,27.333,2
27.334,4,27.334,2
27.335,3,27.335,1
27.336,1,27.336,1
27.337,2,27.337,0
27.338,0,27.338,0
27.339,1,27.339,1
27.34,3,27.34,0
27.341,2,27.341,0
27.342,0,27.342,1
27.343,0,27.343,0
27.344,0,27.344,0
27.345,0,27.345,1
27.346,0,27.346,0
27.347,0,27.347,0
27.348,0,27.348,0
27.349,0,27.349,0
27.35,0,27.35,0
27.351,1,27.351,0
27.352,0,27.352,3
27.353,3,27.353,2
27.354,5,27.354,2
27.355,2,27.355,1
27.356,1,27.356,1
27.357,2,27.357,0
27.358,0,27.358,0
27.359,1,27.359,1
27.36,5,27.36,1
27.361,2,27.361,0
27.362,0,27.362,1
27.363,0,27.363,0
27.364,0,27.364,0
27.365,0,27.365,1
27.366,1,27.366,1
27.367,0,27.367,0
27.368,0,27.368,0
27.369,0,27.369,0
27.37,0,27.37,0
27.371,1,27.371,0
27.372,0,27.372,3
27.373,3,27.373,2
27.374,4,27.374,2
27.375,3,27.375,1
27.376,1,27.376,1
27.377,2,27.377,0
27.378,0,27.378,0
27.379,1,27.379,1
27.38,3,27.38,0
27.381,2,27.381,0
27.382,0,27.382,1
27.383,0,27.383,0
27.384,0,27.384,0
27.385,0,27.385,1
27.386,0,27.386,0
27.387,0,27.387,0
27.388,0,27.388,0
27.389,0,27.389,0
27.39,0,27.39,0
27.391,1,27.391,0
27.392,0,27.392,3
27.393,3,27.393,2
27.394,4,27.394,2
27.395,2,27.395,1
27.396,1,27.396,1
27.397,2,27.397,0
27.398,0,27.398,0
27.399,1,27.399,1
27.4,3,27.4,0
27.401,2,27.401,0
27.402,1,27.402,1
27.403,0,27.403,0
27.404,0,27.404,0
27.405,0,27.405,1
27.406,0,27.406,0
27.407,0,27.407,0
27.408,0,27.408,1
27.409,0,27.409,0
27.41,0,27.41,0
27.411,1,27.411,0
27.412,0,27.412,3
27.413,3,27.413,2
27.414,4,27.414,2
27.415,4,27.415,1
27.416,1,27.416,1
27.417,2,27.417,0
27.418,0,27.418,0
27.419,4,27.419,2
27.42,5,27.42,1
27.421,0,27.421,1
27.422,1,27.422,1
27.423,0,27.423,0
27.424,0,27.424,0
27.425,1,27.425,1
27.426,0,27.426,1
27.427,0,27.427,0
27.428,0,27.428,0
27.429,0,27.429,0
27.43,0,27.43,0
27.431,2,27.431,0
27.432,0,27.432,3
27.433,3,27.433,2
27.434,4,27.434,2
27.435,4,27.435,1
27.436,1,27.436,1
27.437,2,27.437,0
27.438,0,27.438,0
27.439,1,27.439,1
27.44,3,27.44,0
27.441,2,27.441,0
27.442,0,27.442,1
27.443,0,27.443,0
27.444,0,27.444,0
27.445,0,27.445,1
27.446,0,27.446,0
27.447,0,27.447,0
27.448,0,27.448,0
27.449,0,27.449,0
27.45,0,27.45,0
27.451,1,27.451,0
27.452,0,27.452,3
27.453,3,27.453,2
27.454,4,27.454,2
27.455,4,27.455,1
27.456,1,27.456,1
27.457,2,27.457,0
27.458,0,27.458,0
27.459,1,27.459,1
27.46,3,27.46,0
27.461,2,27.461,0
27.462,0,27.462,1
27.463,0,27.463,0
27.464,0,27.464,0
27.465,0,27.465,1
27.466,0,27.466,0
27.467,0,27.467,0
27.468,0,27.468,0
27.469,0,27.469,0
27.47,0,27.47,0
27.471,1,27.471,0
27.472,0,27.472,3
27.473,3,27.473,2
27.474,4,27.474,2
27.475,4,27.475,1
27.476,1,27.476,1
27.477,2,27.477,0
27.478,0,27.478,0
27.479,1,27.479,1
27.48,3,27.48,0
27.481,2,27.481,0
27.482,0,27.482,1
27.483,0,27.483,0
27.484,0,27.484,0
27.485,0,27.485,1
27.486,0,27.486,0
27.487,0,27.487,0
27.488,0,27.488,0
27.489,0,27.489,0
27.49,0,27.49,0
27.491,1,27.491,0
27.492,0,27.492,3
27.493,3,27.493,2
27.494,4,27.494,2
27.495,3,27.495,1
27.496,1,27.496,1
27.497,2,27.497,0
27.498,0,27.498,0
27.499,1,27.499,1
27.5,3,27.5,0
27.501,2,27.501,0
27.502,1,27.502,1
27.503,0,27.503,0
27.504,0,27.504,0
27.505,0,27.505,1
