"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",
0.48,3,0.48,1,0.48,1,0.48,0
0.481,2,0.481,0,0.481,0,0.481,0
0.482,0,0.482,0,0.482,0,0.482,0
0.483,0,0.483,0,0.483,0,0.483,0
0.484,0,0.484,0,0.484,0,0.484,0
0.485,0,0.485,0,0.485,0,0.485,0
0.486,0,0.486,0,0.486,0,0.486,0
0.487,0,0.487,0,0.487,0,0.487,0
0.488,0,0.488,0,0.488,0,0.488,0
0.489,0,0.489,0,0.489,0,0.489,0
0.49,0,0.49,0,0.49,0,0.49,0
0.491,1,0.491,0,0.491,0,0.491,0
0.492,0,0.492,2,0.492,1,0.492,0
0.493,1,0.493,2,0.493,0,0.493,0
0.494,1,0.494,2,0.494,1,0.494,0
0.495,2,0.495,0,0.495,1,0.495,0
0.496,2,0.496,1,0.496,0,0.496,0
0.497,0,0.497,0,0.497,1,0.497,0
0.498,0,0.498,0,0.498,0,0.498,0
0.499,1,0.499,0,0.499,1,0.499,0
0.5,2,0.5,1,0.5,1,0.5,0
0.501,2,0.501,0,0.501,0,0.501,0
0.502,0,0.502,0,0.502,0,0.502,0
0.503,0,0.503,0,0.503,0,0.503,0
0.504,0,0.504,0,0.504,0,0.504,0
0.505,0,0.505,0,0.505,0,0.505,0
0.506,0,0.506,0,0.506,0,0.506,0
0.507,0,0.507,0,0.507,0,0.507,0
0.508,0,0.508,0,0.508,0,0.508,0
0.509,0,0.509,0,0.509,0,0.509,0
0.51,0,0.51,0,0.51,0,0.51,0
0.511,1,0.511,0,0.511,0,0.511,0
0.512,0,0.512,2,0.512,1,0.512,0
0.513,1,0.513,2,0.513,0,0.513,0
0.514,1,0.514,2,0.514,1,0.514,0
0.515,2,0.515,0,0.515,1,0.515,0
0.516,2,0.516,1,0.516,0,0.516,0
0.517,0,0.517,0,0.517,1,0.517,0
0.518,0,0.518,1,0.518,1,0.518,0
0.519,1,0.519,0,0.519,1,0.519,0
0.52,3,0.52,1,0.52,1,0.52,0
0.521,0,0.521,0,0.521,1,0.521,0
0.522,0,0.522,0,0.522,0,0.522,0
0.523,0,0.523,0,0.523,0,0.523,0
0.524,0,0.524,1,0.524,0,0.524,0
0.525,0,0.525,0,0.525,0,0.525,0
0.526,0,0.526,0,0.526,0,0.526,0
0.527,0,0.527,0,0.527,0,0.527,0
0.528,0,0.528,0,0.528,0,0.528,0
0.529,0,0.529,0,0.529,0,0.529,0
0.53,0,0.53,0,0.53,0,0.53,0
0.531,1,0.531,0,0.531,0,0.531,0
0.532,0,0.532,2,0.532,1,0.532,0
0.533,1,0.533,2,0.533,0,0.533,0
0.534,1,0.534,2,0.534,1,0.534,0
0.535,2,0.535,0,0.535,1,0.535,0
0.536,2,0.536,1,0.536,0,0.536,0
0.537,0,0.537,0,0.537,1,0.537,0
0.538,0,0.538,1,0.538,0,0.538,0
0.539,1,0.539,0,0.539,1,0.539,0
0.54,3,0.54,1,0.54,1,0.54,0
0.541,2,0.541,0,0.541,0,0.541,0
0.542,0,0.542,0,0.542,0,0.542,0
0.543,0,0.543,0,0.543,0,0.543,0
0.544,0,0.544,0,0.544,0,0.544,0
0.545,0,0.545,0,0.545,0,0.545,0
0.546,0,0.546,0,0.546,0,0.546,0
0.547,0,0.547,0,0.547,0,0.547,0
0.548,0,0.548,0,0.548,0,0.548,0
0.549,0,0.549,0,0.549,0,0.549,0
0.55,0,0.55,0,0.55,0,0.55,0
0.551,1,0.551,0,0.551,0,0.551,0
0.552,0,0.552,2,0.552,1,0.552,0
0.553,1,0.553,2,0.553,0,0.553,0
0.554,1,0.554,2,0.554,1,0.554,0
0.555,2,0.555,0,0.555,1,0.555,0
0.556,2,0.556,1,0.556,0,0.556,0
0.557,0,0.557,0,0.557,1,0.557,0
0.558,0,0.558,0,0.558,0,0.558,0
0.559,1,0.559,0,0.559,1,0.559,0
0.56,2,0.56,1,0.56,1,0.56,0
0.561,2,0.561,0,0.561,0,0.561,0
0.562,0,0.562,0,0.562,0,0.562,0
0.563,0,0.563,0,0.563,0,0.563,0
0.564,0,0.564,0,0.564,0,0.564,0
0.565,0,0.565,0,0.565,0,0.565,0
0.566,0,0.566,0,0.566,0,0.566,0
0.567,0,0.567,0,0.567,0,0.567,0
0.568,0,0.568,0,0.568,0,0.568,0
0.569,0,0.569,0,0.569,0,0.569,0
0.57,0,0.57,0,0.57,0,0.57,0
0.571,1,0.571,0,0.571,0,0.571,0
0.572,0,0.572,2,0.572,1,0.572,0
0.573,1,0.573,2,0.573,0,0.573,0
0.574,1,0.574,2,0.574,1,0.574,0
0.575,2,0.575,0,0.575,1,0.575,0
0.576,2,0.576,1,0.576,0,0.576,0
0.577,0,0.577,0,0.577,1,0.577,0
0.578,0,0.578,0,0.578,0,0.578,0
0.579,1,0.579,0,0.579,1,0.579,0
0.58,2,0.58,1,0.58,1,0.58,0
0.581,2,0.581,0,0.581,0,0.581,0
0.582,0,0.582,0,0.582,0,0.582,0
0.583,0,0.583,0,0.583,0,0.583,0
0.584,0,0.584,0,0.584,0,0.584,0
0.585,0,0.585,0,0.585,0,0.585,0
0.586,0,0.586,0,0.586,0,0.586,0
0.587,0,0.587,0,0.587,0,0.587,0
0.588,0,0.588,0,0.588,0,0.588,0
0.589,0,0.589,0,0.589,0,0.589,0
0.59,0,0.59,0,0.59,0,0.59,0
0.591,1,0.591,0,0.591,0,0.591,0
0.592,0,0.592,2,0.592,1,0.592,0
0.593,1,0.593,2,0.593,0,0.593,0
0.594,1,0.594,2,0.594,1,0.594,0
0.595,2,0.595,0,0.595,1,0.595,0
0.596,2,0.596,1,0.596,0,0.596,0
0.597,0,0.597,0,0.597,1,0.597,0
0.598,0,0.598,0,0.598,0,0.598,0
0.599,1,0.599,0,0.599,1,0.599,0
0.6,2,0.6,1,0.6,1,0.6,0
0.601,2,0.601,0,0.601,0,0.601,0
0.602,0,0.602,0,0.602,0,0.602,0
0.603,0,0.603,0,0.603,0,0.603,0
0.604,0,0.604,0,0.604,0,0.604,0
0.605,0,0.605,0,0.605,0,0.605,0
0.606,0,0.606,0,0.606,0,0.606,0
0.607,0,0.607,0,0.607,0,0.607,0
0.608,0,0.608,0,0.608,0,0.608,0
0.609,0,0.609,0,0.609,0,0.609,0
0.61,0,0.61,0,0.61,0,0.61,0
0.611,1,0.611,0,0.611,0,0.611,0
0.612,0,0.612,2,0.612,1,0.612,0
0.613,1,0.613,2,0.613,0,0.613,0
0.614,1,0.614,2,0.614,1,0.614,0
0.615,2,0.615,0,0.615,1,0.615,0
0.616,2,0.616,1,0.616,0,0.616,0
0.617,0,0.617,0,0.617,1,0.617,0
0.618,0,0.618,1,0.618,1,0.618,0
0.619,2,0.619,1,0.619,1,0.619,0
0.62,2,0.62,1,0.62,1,0.62,0
0.621,0,0.621,0,0.621,0,0.621,0
0.622,0,0.622,0,0.622,0,0.622,0
0.623,0,0.623,0,0.623,0,0.623,0
0.624,0,0.624,1,0.624,0,0.624,0
0.625,1,0.625,0,0.625,0,0.625,0
0.626,0,0.626,0,0.626,0,0.626,0
0.627,0,0.627,0,0.627,0,0.627,0
0.628,0,0.628,0,0.628,0,0.628,0
0.629,0,0.629,0,0.629,0,0.629,0
0.63,0,0.63,0,0.63,0,0.63,0
0.631,1,0.631,0,0.631,0,0.631,0
0.632,0,0.632,2,0.632,1,0.632,0
0.633,1,0.633,2,0.633,0,0.633,0
0.634,1,0.634,2,0.634,1,0.634,0
0.635,2,0.635,0,0.635,1,0.635,0
0.636,2,0.636,1,0.636,0,0.636,0
0.637,0,0.637,0,0.637,1,0.637,0
0.638,0,0.638,1,0.638,0,0.638,0
0.639,1,0.639,0,0.639,1,0.639,0
0.64,3,0.64,1,0.64,1,0.64,0
0.641,0,0.641,0,0.641,0,0.641,0
0.642,0,0.642,0,0.642,0,0.642,0
0.643,0,0.643,0,0.643,0,0.643,0
0.644,0,0.644,0,0.644,0,0.644,0
0.645,0,0.645,0,0.645,0,0.645,0
0.646,0,0.646,1,0.646,0,0.646,0
0.647,0,0.647,0,0.647,0,0.647,0
0.648,0,0.648,0,0.648,0,0.648,0
0.649,0,0.649,0,0.649,0,0.649,0
0.65,0,0.65,0,0.65,0,0.65,0
0.651,1,0.651,0,0.651,0,0.651,0
0.652,0,0.652,2,0.652,1,0.652,0
0.653,1,0.653,2,0.653,0,0.653,0
0.654,1,0.654,2,0.654,1,0.654,0
0.655,2,0.655,0,0.655,1,0.655,0
0.656,2,0.656,1,0.656,0,0.656,0
0.657,0,0.657,0,0.657,1,0.657,0
0.658,0,0.658,1,0.658,0,0.658,0
0.659,1,0.659,0,0.659,1,0.659,0
0.66,2,0.66,1,0.66,1,0.66,0
0.661,2,0.661,0,0.661,0,0.661,0
0.662,0,0.662,0,0.662,0,0.662,0
0.663,0,0.663,0,0.663,0,0.663,0
0.664,0,0.664,0,0.664,0,0.664,0
0.665,0,0.665,0,0.665,0,0.665,0
0.666,0,0.666,0,0.666,0,0.666,0
0.667,0,0.667,0,0.667,0,0.667,0
0.668,0,0.668,0,0.668,0,0.668,0
0.669,0,0.669,0,0.669,0,0.669,0
0.67,0,0.67,0,0.67,0,0.67,0
0.671,1,0.671,0,0.671,0,0.671,0
0.672,0,0.672,2,0.672,1,0.672,0
0.673,1,0.673,2,0.673,0,0.673,0
0.674,1,0.674,2,0.674,1,0.674,0
0.675,2,0.675,0,0.675,1,0.675,0
0.676,2,0.676,1,0.676,0,0.676,0
0.677,0,0.677,0,0.677,1,0.677,0
0.678,0,0.678,0,0.678,1,0.678,0
0.679,1,0.679,0,0.679,1,0.679,0
0.68,2,0.68,1,0.68,1,0.68,0
0.681,2,0.681,0,0.681,0,0.681,0
0.682,0,0.682,0,0.682,0,0.682,0
0.683,0,0.683,0,0.683,0,0.683,0
0.684,0,0.684,0,0.684,0,0.684,0
0.685,0,0.685,0,0.685,0,0.685,0
0.686,0,0.686,0,0.686,0,0.686,0
0.687,0,0.687,0,0.687,0,0.687,0
0.688,0,0.688,0,0.688,0,0.688,0
0.689,0,0.689,0,0.689,0,0.689,0
0.69,0,0.69,0,0.69,0,0.69,0
0.691,1,0.691,0,0.691,0,0.691,0
0.692,0,0.692,2,0.692,1,0.692,0
0.693,1,0.693,2,0.693,0,0.693,0
0.694,1,0.694,2,0.694,1,0.694,0
0.695,2,0.695,0,0.695,1,0.695,0
0.696,2,0.696,1,0.696,0,0.696,0
0.697,0,0.697,0,0.697,1,0.697,0
0.698,0,0.698,1,0.698,0,0.698,0
0.699,1,0.699,0,0.699,1,0.699,0
0.7,2,0.7,1,0.7,1,0.7,0
0.701,2,0.701,0,0.701,1,0.701,0
0.702,0,0.702,0,0.702,0,0.702,0
0.703,0,0.703,0,0.703,0,0.703,0
0.704,0,0.704,0,0.704,0,0.704,0
0.705,0,0.705,0,0.705,0,0.705,0
0.706,0,0.706,0,0.706,0,0.706,0
0.707,0,0.707,0,0.707,0,0.707,0
0.708,0,0.708,0,0.708,0,0.708,0
0.709,0,0.709,0,0.709,0,0.709,0
0.71,0,0.71,0,0.71,0,0.71,0
0.711,1,0.711,0,0.711,0,0.711,0
0.712,0,0.712,2,0.712,1,0.712,0
0.713,1,0.713,2,0.713,0,0.713,0
0.714,1,0.714,2,0.714,1,0.714,0
0.715,2,0.715,0,0.715,1,0.715,0
0.716,2,0.716,1,0.716,0,0.716,0
0.717,0,0.717,0,0.717,1,0.717,0
0.718,0,0.718,1,0.718,1,0.718,0
0.719,1,0.719,0,0.719,1,0.719,0
0.72,2,0.72,1,0.72,1,0.72,0
0.721,0,0.721,0,0.721,1,0.721,0
0.722,0,0.722,0,0.722,0,0.722,0
0.723,0,0.723,0,0.723,0,0.723,0
0.724,0,0.724,1,0.724,0,0.724,0
0.725,0,0.725,0,0.725,0,0.725,0
0.726,0,0.726,0,0.726,0,0.726,0
0.727,0,0.727,0,0.727,0,0.727,0
0.728,0,0.728,0,0.728,0,0.728,0
0.729,0,0.729,0,0.729,0,0.729,0
0.73,0,0.73,0,0.73,0,0.73,0
0.731,1,0.731,0,0.731,0,0.731,0
0.732,0,0.732,2,0.732,1,0.732,0
0.733,1,0.733,2,0.733,0,0.733,0
0.734,1,0.734,2,0.734,1,0.734,0
0.735,2,0.735,0,0.735,1,0.735,0
0.736,2,0.736,1,0.736,0,0.736,0
0.737,0,0.737,0,0.737,1,0.737,0
0.738,0,0.738,0,0.738,1,0.738,0
0.739,1,0.739,0,0.739,1,0.739,0
0.74,3,0.74,1,0.74,1,0.74,0
0.741,0,0.741,0,0.741,0,0.741,0
0.742,0,0.742,0,0.742,0,0.742,0
0.743,0,0.743,0,0.743,0,0.743,0
0.744,0,0.744,0,0.744,0,0.744,0
0.745,0,0.745,0,0.745,0,0.745,0
0.746,0,0.746,0,0.746,0,0.746,0
0.747,0,0.747,0,0.747,0,0.747,0
0.748,0,0.748,0,0.748,0,0.748,0
0.749,0,0.749,0,0.749,0,0.749,0
0.75,0,0.75,0,0.75,0,0.75,0
0.751,1,0.751,0,0.751,0,0.751,0
0.752,0,0.752,2,0.752,1,0.752,0
0.753,1,0.753,2,0.753,0,0.753,0
0.754,1,0.754,2,0.754,1,0.754,0
0.755,2,0.755,0,0.755,1,0.755,0
0.756,2,0.756,1,0.756,0,0.756,0
0.757,0,0.757,0,0.757,1,0.757,0
0.758,0,0.758,1,0.758,0,0.758,0
0.759,1,0.759,0,0.759,1,0.759,0
0.76,2,0.76,1,0.76,1,0.76,0
0.761,0,0.761,0,0.761,0,0.761,0
0.762,0,0.762,0,0.762,0,0.762,0
0.763,0,0.763,0,0.763,0,0.763,0
0.764,0,0.764,0,0.764,0,0.764,0
0.765,0,0.765,0,0.765,0,0.765,0
0.766,0,0.766,0,0.766,0,0.766,0
0.767,0,0.767,0,0.767,0,0.767,0
0.768,0,0.768,0,0.768,0,0.768,0
0.769,0,0.769,0,0.769,0,0.769,0
0.77,0,0.77,0,0.77,0,0.77,0
0.771,1,0.771,0,0.771,0,0.771,0
0.772,0,0.772,2,0.772,1,0.772,0
0.773,1,0.773,2,0.773,0,0.773,0
0.774,1,0.774,2,0.774,1,0.774,0
0.775,2,0.775,0,0.775,1,0.775,0
0.776,2,0.776,1,0.776,0,0.776,0
0.777,0,0.777,0,0.777,1,0.777,0
0.778,0,0.778,1,0.778,0,0.778,0
0.779,1,0.779,0,0.779,1,0.779,0
0.78,2,0.78,1,0.78,1,0.78,0
0.781,0,0.781,0,0.781,0,0.781,0
0.782,0,0.782,0,0.782,0,0.782,0
0.783,0,0.783,0,0.783,0,0.783,0
0.784,0,0.784,0,0.784,0,0.784,0
0.785,0,0.785,0,0.785,0,0.785,0
0.786,0,0.786,0,0.786,0,0.786,0
0.787,0,0.787,0,0.787,0,0.787,0
0.788,0,0.788,0,0.788,0,0.788,0
0.789,0,0.789,0,0.789,0,0.789,0
0.79,0,0.79,0,0.79,0,0.79,0
0.791,1,0.791,0,0.791,0,0.791,0
0.792,0,0.792,2,0.792,1,0.792,0
0.793,1,0.793,2,0.793,0,0.793,0
0.794,1,0.794,2,0.794,1,0.794,0
0.795,2,0.795,0,0.795,1,0.795,0
0.796,2,0.796,1,0.796,0,0.796,0
0.797,0,0.797,0,0.797,1,0.797,0
0.798,0,0.798,1,0.798,0,0.798,0
0.799,1,0.799,0,0.799,1,0.799,0
0.8,2,0.8,1,0.8,1,0.8,0
0.801,0,0.801,0,0.801,1,0.801,0
0.802,0,0.802,0,0.802,0,0.802,0
0.803,0,0.803,0,0.803,0,0.803,0
0.804,0,0.804,0,0.804,0,0.804,0
0.805,0,0.805,0,0.805,0,0.805,0
0.806,0,0.806,0,0.806,0,0.806,0
0.807,0,0.807,0,0.807,0,0.807,0
0.808,0,0.808,0,0.808,0,0.808,0
0.809,0,0.809,0,0.809,0,0.809,0
0.81,0,0.81,0,0.81,0,0.81,0
0.811,1,0.811,0,0.811,0,0.811,0
0.812,0,0.812,2,0.812,1,0.812,0
0.813,1,0.813,2,0.813,0,0.813,0
0.814,1,0.814,2,0.814,1,0.814,0
0.815,2,0.815,0,0.815,1,0.815,0
0.816,2,0.816,1,0.816,0,0.816,0
0.817,0,0.817,0,0.817,1,0.817,0
0.818,0,0.818,0,0.818,0,0.818,0
0.819,1,0.819,0,0.819,1,0.819,0
0.82,3,0.82,1,0.82,1,0.82,0
0.821,0,0.821,0,0.821,0,0.821,0
0.822,0,0.822,0,0.822,0,0.822,0
0.823,0,0.823,0,0.823,0,0.823,0
0.824,0,0.824,0,0.824,0,0.824,0
0.825,0,0.825,0,0.825,0,0.825,0
0.826,0,0.826,0,0.826,0,0.826,0
0.827,0,0.827,0,0.827,0,0.827,0
0.828,0,0.828,0,0.828,0,0.828,0
0.829,0,0.829,0,0.829,0,0.829,0
0.83,0,0.83,0,0.83,0,0.83,0
0.831,1,0.831,0,0.831,0,0.831,0
0.832,0,0.832,2,0.832,1,0.832,0
0.833,1,0.833,2,0.833,0,0.833,0
0.834,1,0.834,2,0.834,1,0.834,0
0.835,2,0.835,0,0.835,1,0.835,0
0.836,2,0.836,1,0.836,0,0.836,0
0.837,0,0.837,0,0.837,1,0.837,0
0.838,0,0.838,1,0.838,1,0.838,0
0.839,1,0.839,0,0.839,1,0.839,0
0.84,2,0.84,1,0.84,1,0.84,0
0.841,0,0.841,0,0.841,0,0.841,0
0.842,0,0.842,0,0.842,0,0.842,0
0.843,0,0.843,0,0.843,0,0.843,0
0.844,0,0.844,1,0.844,0,0.844,0
0.845,0,0.845,0,0.845,0,0.845,0
0.846,0,0.846,0,0.846,0,0.846,0
0.847,0,0.847,0,0.847,0,0.847,0
0.848,0,0.848,0,0.848,0,0.848,0
0.849,0,0.849,0,0.849,0,0.849,0
0.85,0,0.85,0,0.85,0,0.85,0
0.851,1,0.851,0,0.851,0,0.851,0
0.852,0,0.852,2,0.852,1,0.852,0
0.853,1,0.853,2,0.853,0,0.853,0
0.854,1,0.854,2,0.854,1,0.854,0
0.855,2,0.855,0,0.855,1,0.855,0
0.856,2,0.856,1,0.856,0,0.856,0
0.857,0,0.857,0,0.857,1,0.857,0
0.858,0,0.858,1,0.858,0,0.858,0
0.859,1,0.859,0,0.859,1,0.859,0
0.86,3,0.86,1,0.86,1,0.86,0
0.861,0,0.861,0,0.861,0,0.861,0
0.862,0,0.862,0,0.862,0,0.862,0
0.863,0,0.863,0,0.863,0,0.863,0
0.864,0,0.864,0,0.864,0,0.864,0
0.865,0,0.865,0,0.865,0,0.865,0
0.866,0,0.866,0,0.866,0,0.866,0
0.867,0,0.867,0,0.867,0,0.867,0
0.868,0,0.868,0,0.868,0,0.868,0
0.869,0,0.869,0,0.869,0,0.869,0
0.87,0,0.87,0,0.87,0,0.87,0
0.871,1,0.871,0,0.871,0,0.871,0
0.872,0,0.872,2,0.872,1,0.872,0
0.873,1,0.873,2,0.873,0,0.873,0
0.874,1,0.874,2,0.874,1,0.874,0
0.875,2,0.875,0,0.875,1,0.875,0
0.876,2,0.876,1,0.876,0,0.876,0
0.877,0,0.877,0,0.877,1,0.877,0
0.878,0,0.878,0,0.878,0,0.878,0
0.879,1,0.879,0,0.879,1,0.879,0
0.88,2,0.88,1,0.88,1,0.88,0
0.881,0,0.881,0,0.881,0,0.881,0
0.882,0,0.882,0,0.882,0,0.882,0
0.883,0,0.883,0,0.883,0,0.883,0
0.884,0,0.884,0,0.884,0,0.884,0
0.885,0,0.885,0,0.885,0,0.885,0
0.886,0,0.886,0,0.886,0,0.886,0
0.887,0,0.887,0,0.887,0,0.887,0
0.888,0,0.888,0,0.888,0,0.888,0
0.889,0,0.889,0,0.889,0,0.889,0
0.89,0,0.89,0,0.89,0,0.89,0
0.891,1,0.891,0,0.891,0,0.891,0
0.892,0,0.892,2,0.892,1,0.892,0
0.893,1,0.893,2,0.893,0,0.893,0
0.894,1,0.894,2,0.894,1,0.894,0
0.895,2,0.895,0,0.895,1,0.895,0
0.896,2,0.896,1,0.896,0,0.896,0
0.897,0,0.897,0,0.897,1,0.897,0
0.898,0,0.898,1,0.898,0,0.898,0
0.899,1,0.899,0,0.899,1,0.899,0
0.9,2,0.9,1,0.9,1,0.9,0
0.901,0,0.901,0,0.901,0,0.901,0
0.902,0,0.902,0,0.902,0,0.902,0
0.903,0,0.903,0,0.903,0,0.903,0
0.904,0,0.904,0,0.904,0,0.904,0
0.905,0,0.905,0,0.905,0,0.905,0
0.906,0,0.906,0,0.906,0,0.906,0
0.907,0,0.907,0,0.907,0,0.907,0
0.908,0,0.908,0,0.908,0,0.908,0
0.909,0,0.909,0,0.909,0,0.909,0
0.91,0,0.91,0,0.91,0,0.91,0
0.911,1,0.911,0,0.911,0,0.911,0
0.912,0,0.912,2,0.912,1,0.912,0
0.913,1,0.913,2,0.913,0,0.913,0
0.914,1,0.914,2,0.914,1,0.914,0
0.915,2,0.915,0,0.915,1,0.915,0
0.916,2,0.916,1,0.916,0,0.916,0
0.917,0,0.917,0,0.917,1,0.917,0
0.918,0,0.918,1,0.918,1,0.918,0
0.919,1,0.919,0,0.919,1,0.919,0
0.92,3,0.92,1,0.92,1,0.92,0
0.921,0,0.921,0,0.921,0,0.921,0
0.922,0,0.922,0,0.922,0,0.922,0
0.923,0,0.923,0,0.923,0,0.923,0
0.924,0,0.924,0,0.924,0,0.924,0
0.925,0,0.925,0,0.925,0,0.925,0
0.926,0,0.926,1,0.926,0,0.926,0
0.927,0,0.927,0,0.927,0,0.927,0
0.928,0,0.928,0,0.928,0,0.928,0
0.929,0,0.929,0,0.929,0,0.929,0
0.93,0,0.93,0,0.93,0,0.93,0
0.931,1,0.931,0,0.931,0,0.931,0
0.932,0,0.932,2,0.932,1,0.932,0
0.933,1,0.933,2,0.933,0,0.933,0
0.934,1,0.934,2,0.934,1,0.934,0
0.935,2,0.935,0,0.935,1,0.935,0
0.936,2,0.936,1,0.936,0,0.936,0
0.937,0,0.937,0,0.937,1,0.937,0
0.938,0,0.938,0,0.938,0,0.938,0
0.939,1,0.939,0,0.939,1,0.939,0
0.94,2,0.94,1,0.94,1,0.94,0
0.941,0,0.941,0,0.941,0,0.941,0
0.942,0,0.942,0,0.942,0,0.942,0
0.943,0,0.943,0,0.943,0,0.943,0
0.944,0,0.944,0,0.944,0,0.944,0
0.945,0,0.945,0,0.945,0,0.945,0
0.946,0,0.946,0,0.946,0,0.946,0
0.947,0,0.947,0,0.947,0,0.947,0
0.948,0,0.948,0,0.948,0,0.948,0
0.949,0,0.949,0,0.949,0,0.949,0
0.95,0,0.95,0,0.95,0,0.95,0
0.951,1,0.951,0,0.951,0,0.951,0
0.952,0,0.952,2,0.952,1,0.952,0
0.953,1,0.953,2,0.953,0,0.953,0
0.954,1,0.954,2,0.954,1,0.954,0
0.955,2,0.955,0,0.955,1,0.955,0
0.956,2,0.956,1,0.956,0,0.956,0
0.957,0,0.957,0,0.957,1,0.957,0
0.958,0,0.958,1,0.958,0,0.958,0
0.959,1,0.959,0,0.959,1,0.959,0
0.96,2,0.96,1,0.96,1,0.96,0
0.961,0,0.961,0,0.961,0,0.961,0
0.962,0,0.962,0,0.962,0,0.962,0
0.963,0,0.963,0,0.963,0,0.963,0
0.964,0,0.964,0,0.964,0,0.964,0
0.965,0,0.965,0,0.965,0,0.965,0
0.966,0,0.966,0,0.966,0,0.966,0
0.967,0,0.967,0,0.967,0,0.967,0
0.968,0,0.968,0,0.968,0,0.968,0
0.969,0,0.969,0,0.969,0,0.969,0
0.97,0,0.97,0,0.97,0,0.97,0
0.971,1,0.971,0,0.971,0,0.971,0
0.972,0,0.972,2,0.972,1,0.972,0
0.973,1,0.973,2,0.973,0,0.973,0
0.974,1,0.974,2,0.974,1,0.974,0
0.975,2,0.975,0,0.975,1,0.975,0
0.976,2,0.976,1,0.976,0,0.976,0
0.977,0,0.977,0,0.977,1,0.977,0
0.978,0,0.978,1,0.978,0,0.978,0
0.979,1,0.979,0,0.979,1,0.979,0
0.98,2,0.98,1,0.98,1,0.98,0
0.981,0,0.981,0,0.981,0,0.981,0
0.982,0,0.982,0,0.982,0,0.982,0
0.983,0,0.983,0,0.983,0,0.983,0
0.984,0,0.984,0,0.984,0,0.984,0
0.985,0,0.985,0,0.985,0,0.985,0
0.986,0,0.986,0,0.986,0,0.986,0
0.987,0,0.987,0,0.987,0,0.987,0
0.988,0,0.988,0,0.988,0,0.988,0
0.989,0,0.989,0,0.989,0,0.989,0
0.99,0,0.99,0,0.99,0,0.99,0
0.991,1,0.991,0,0.991,0,0.991,0
0.992,0,0.992,2,0.992,1,0.992,0
0.993,1,0.993,2,0.993,0,0.993,0
0.994,1,0.994,2,0.994,1,0.994,0
0.995,2,0.995,0,0.995,1,0.995,0
0.996,2,0.996,1,0.996,0,0.996,0
0.997,0,0.997,0,0.997,1,0.997,0
0.998,0,0.998,0,0.998,0,0.998,0
0.999,1,0.999,0,0.999,1,0.999,0
1,2,1,1,1,1,1,0
1.001,0,1.001,0,1.001,0,1.001,0
1.002,0,1.002,0,1.002,0,1.002,0
1.003,0,1.003,0,1.003,0,1.003,0
1.004,0,1.004,0,1.004,0,1.004,0
1.005,0,1.005,0,1.005,0,1.005,0
1.006,0,1.006,0,1.006,0,1.006,0
1.007,0,1.007,0,1.007,0,1.007,0
1.008,0,1.008,0,1.008,0,1.008,0
1.009,0,1.009,0,1.009,0,1.009,0
1.01,0,1.01,0,1.01,0,1.01,0
1.011,1,1.011,0,1.011,0,1.011,0
1.012,0,1.012,2,1.012,1,1.012,0
1.013,1,1.013,2,1.013,0,1.013,0
1.014,1,1.014,2,1.014,1,1.014,0
1.015,2,1.015,0,1.015,2,1.015,0
1.016,2,1.016,1,1.016,0,1.016,0
1.017,0,1.017,0,1.017,2,1.017,0
1.018,0,1.018,1,1.018,0,1.018,0
1.019,1,1.019,0,1.019,1,1.019,0
1.02,2,1.02,1,1.02,1,1.02,0
1.021,0,1.021,0,1.021,0,1.021,0
1.022,0,1.022,0,1.022,0,1.022,0
1.023,0,1.023,0,1.023,0,1.023,0
1.024,0,1.024,0,1.024,0,1.024,0
1.025,0,1.025,0,1.025,0,1.025,0
1.026,0,1.026,0,1.026,0,1.026,0
1.027,0,1.027,0,1.027,0,1.027,0
1.028,0,1.028,0,1.028,0,1.028,0
1.029,0,1.029,0,1.029,0,1.029,0
1.03,0,1.03,0,1.03,0,1.03,0
1.031,1,1.031,0,1.031,0,1.031,0
1.032,0,1.032,2,1.032,0,1.032,1
1.033,1,1.033,2,1.033,0,1.033,0
1.034,2,1.034,2,1.034,1,1.034,0
1.035,2,1.035,0,1.035,0,1.035,1
1.036,2,1.036,1,1.036,0,1.036,0
