Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb1 #comment:- Number of resource block (values in blocks) by Enb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb1 #comment:- Number of resource block (values in blocks) by Gnb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb2  #comment:- Number of resource block (values in blocks) by Enb2 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb2   #comment:- Number of resource block (values in blocks) by Gnb2 in downlink with total reource blocks=50.
42.825,0,42.825,1,42.825,0,42.825,0
42.826,0,42.826,0,42.826,0,42.826,0
42.827,0,42.827,0,42.827,0,42.827,0
42.828,0,42.828,0,42.828,0,42.828,0
42.829,0,42.829,0,42.829,0,42.829,0
42.83,0,42.83,0,42.83,0,42.83,0
42.831,1,42.831,0,42.831,0,42.831,0
42.832,0,42.832,1,42.832,0,42.832,2
42.833,0,42.833,2,42.833,1,42.833,0
42.834,1,42.834,1,42.834,1,42.834,1
42.835,0,42.835,1,42.835,1,42.835,0
42.836,1,42.836,0,42.836,0,42.836,1
42.837,1,42.837,0,42.837,0,42.837,0
42.838,0,42.838,1,42.838,0,42.838,1
42.839,0,42.839,2,42.839,2,42.839,0
42.84,2,42.84,1,42.84,1,42.84,0
42.841,0,42.841,0,42.841,0,42.841,0
42.842,0,42.842,0,42.842,0,42.842,0
42.843,0,42.843,0,42.843,0,42.843,0
42.844,0,42.844,1,42.844,0,42.844,0
42.845,0,42.845,1,42.845,0,42.845,0
42.846,0,42.846,0,42.846,0,42.846,0
42.847,0,42.847,0,42.847,0,42.847,0
42.848,0,42.848,0,42.848,0,42.848,0
42.849,0,42.849,0,42.849,0,42.849,0
42.85,0,42.85,0,42.85,0,42.85,0
42.851,1,42.851,0,42.851,0,42.851,0
42.852,0,42.852,1,42.852,0,42.852,2
42.853,0,42.853,2,42.853,1,42.853,0
42.854,1,42.854,1,42.854,1,42.854,1
42.855,0,42.855,1,42.855,1,42.855,0
42.856,1,42.856,0,42.856,0,42.856,1
42.857,1,42.857,0,42.857,0,42.857,0
42.858,0,42.858,1,42.858,0,42.858,1
42.859,0,42.859,2,42.859,2,42.859,0
42.86,2,42.86,1,42.86,1,42.86,0
42.861,0,42.861,0,42.861,0,42.861,0
42.862,0,42.862,0,42.862,0,42.862,0
42.863,0,42.863,0,42.863,0,42.863,0
42.864,0,42.864,0,42.864,0,42.864,0
42.865,0,42.865,0,42.865,0,42.865,0
42.866,0,42.866,0,42.866,0,42.866,0
42.867,0,42.867,0,42.867,0,42.867,0
42.868,0,42.868,0,42.868,0,42.868,0
42.869,0,42.869,0,42.869,0,42.869,0
42.87,0,42.87,0,42.87,0,42.87,0
42.871,1,42.871,0,42.871,0,42.871,0
42.872,0,42.872,1,42.872,0,42.872,2
42.873,0,42.873,2,42.873,1,42.873,0
42.874,1,42.874,1,42.874,1,42.874,1
42.875,0,42.875,1,42.875,1,42.875,0
42.876,1,42.876,0,42.876,0,42.876,1
42.877,1,42.877,0,42.877,0,42.877,0
42.878,0,42.878,1,42.878,0,42.878,1
42.879,0,42.879,2,42.879,2,42.879,0
42.88,2,42.88,1,42.88,1,42.88,0
42.881,0,42.881,0,42.881,0,42.881,0
42.882,0,42.882,0,42.882,0,42.882,0
42.883,0,42.883,0,42.883,0,42.883,0
42.884,0,42.884,0,42.884,0,42.884,0
42.885,0,42.885,0,42.885,0,42.885,0
42.886,0,42.886,0,42.886,1,42.886,0
42.887,0,42.887,0,42.887,0,42.887,0
42.888,0,42.888,0,42.888,0,42.888,0
42.889,0,42.889,0,42.889,0,42.889,0
42.89,0,42.89,0,42.89,0,42.89,0
42.891,1,42.891,0,42.891,0,42.891,0
42.892,0,42.892,1,42.892,0,42.892,2
42.893,0,42.893,2,42.893,1,42.893,0
42.894,1,42.894,1,42.894,1,42.894,1
42.895,0,42.895,1,42.895,1,42.895,0
42.896,1,42.896,0,42.896,0,42.896,1
42.897,1,42.897,0,42.897,0,42.897,0
42.898,0,42.898,1,42.898,0,42.898,1
42.899,0,42.899,1,42.899,2,42.899,0
42.9,2,42.9,1,42.9,1,42.9,0
42.901,0,42.901,0,42.901,0,42.901,0
42.902,0,42.902,0,42.902,0,42.902,0
42.903,0,42.903,0,42.903,0,42.903,0
42.904,0,42.904,0,42.904,0,42.904,0
42.905,0,42.905,0,42.905,0,42.905,0
42.906,0,42.906,0,42.906,0,42.906,0
42.907,0,42.907,0,42.907,0,42.907,0
42.908,0,42.908,0,42.908,0,42.908,0
42.909,0,42.909,0,42.909,0,42.909,0
42.91,0,42.91,0,42.91,0,42.91,0
42.911,1,42.911,0,42.911,0,42.911,0
42.912,0,42.912,1,42.912,0,42.912,2
42.913,0,42.913,2,42.913,1,42.913,0
42.914,1,42.914,1,42.914,1,42.914,1
42.915,0,42.915,1,42.915,1,42.915,0
42.916,1,42.916,0,42.916,0,42.916,1
42.917,1,42.917,0,42.917,0,42.917,0
42.918,0,42.918,1,42.918,0,42.918,1
42.919,0,42.919,1,42.919,2,42.919,0
42.92,2,42.92,1,42.92,0,42.92,1
42.921,0,42.921,0,42.921,0,42.921,0
42.922,0,42.922,0,42.922,0,42.922,0
42.923,0,42.923,0,42.923,0,42.923,0
42.924,0,42.924,0,42.924,0,42.924,0
42.925,0,42.925,0,42.925,0,42.925,0
42.926,0,42.926,0,42.926,0,42.926,0
42.927,0,42.927,0,42.927,0,42.927,0
42.928,0,42.928,0,42.928,0,42.928,0
42.929,0,42.929,0,42.929,0,42.929,0
42.93,0,42.93,0,42.93,0,42.93,0
42.931,1,42.931,0,42.931,0,42.931,0
42.932,0,42.932,1,42.932,0,42.932,2
42.933,0,42.933,2,42.933,1,42.933,0
42.934,1,42.934,1,42.934,1,42.934,1
42.935,0,42.935,1,42.935,1,42.935,0
42.936,1,42.936,0,42.936,0,42.936,1
42.937,1,42.937,0,42.937,0,42.937,0
42.938,0,42.938,1,42.938,0,42.938,1
42.939,0,42.939,1,42.939,2,42.939,0
42.94,2,42.94,1,42.94,0,42.94,0
42.941,0,42.941,0,42.941,0,42.941,0
42.942,0,42.942,0,42.942,0,42.942,0
42.943,0,42.943,0,42.943,0,42.943,0
42.944,0,42.944,0,42.944,0,42.944,0
42.945,0,42.945,0,42.945,0,42.945,0
42.946,0,42.946,0,42.946,0,42.946,0
42.947,0,42.947,0,42.947,0,42.947,0
42.948,0,42.948,0,42.948,0,42.948,0
42.949,0,42.949,0,42.949,0,42.949,0
42.95,0,42.95,0,42.95,0,42.95,0
42.951,1,42.951,0,42.951,0,42.951,0
42.952,0,42.952,1,42.952,0,42.952,2
42.953,0,42.953,2,42.953,1,42.953,0
42.954,1,42.954,1,42.954,1,42.954,1
42.955,0,42.955,1,42.955,1,42.955,0
42.956,1,42.956,0,42.956,0,42.956,1
42.957,1,42.957,0,42.957,0,42.957,0
42.958,0,42.958,1,42.958,0,42.958,1
42.959,0,42.959,2,42.959,2,42.959,0
42.96,2,42.96,1,42.96,0,42.96,0
42.961,0,42.961,0,42.961,0,42.961,0
42.962,0,42.962,0,42.962,0,42.962,0
42.963,0,42.963,0,42.963,0,42.963,0
42.964,0,42.964,0,42.964,0,42.964,0
42.965,0,42.965,0,42.965,0,42.965,0
42.966,0,42.966,0,42.966,0,42.966,0
42.967,0,42.967,0,42.967,0,42.967,0
42.968,0,42.968,0,42.968,0,42.968,0
42.969,0,42.969,0,42.969,0,42.969,0
42.97,0,42.97,0,42.97,0,42.97,0
42.971,1,42.971,0,42.971,0,42.971,0
42.972,0,42.972,1,42.972,0,42.972,2
42.973,0,42.973,2,42.973,1,42.973,0
42.974,1,42.974,1,42.974,1,42.974,1
42.975,0,42.975,1,42.975,1,42.975,0
42.976,1,42.976,0,42.976,0,42.976,1
42.977,1,42.977,0,42.977,0,42.977,0
42.978,0,42.978,1,42.978,0,42.978,1
42.979,0,42.979,1,42.979,2,42.979,0
42.98,2,42.98,1,42.98,1,42.98,0
42.981,0,42.981,0,42.981,0,42.981,0
42.982,0,42.982,0,42.982,0,42.982,0
42.983,0,42.983,0,42.983,0,42.983,0
42.984,0,42.984,0,42.984,0,42.984,0
42.985,0,42.985,0,42.985,0,42.985,0
42.986,0,42.986,0,42.986,1,42.986,0
42.987,0,42.987,0,42.987,0,42.987,0
42.988,0,42.988,0,42.988,0,42.988,0
42.989,0,42.989,0,42.989,0,42.989,0
42.99,0,42.99,0,42.99,0,42.99,0
42.991,1,42.991,0,42.991,0,42.991,0
42.992,0,42.992,1,42.992,0,42.992,2
42.993,0,42.993,2,42.993,1,42.993,0
42.994,1,42.994,1,42.994,1,42.994,1
42.995,0,42.995,1,42.995,1,42.995,0
42.996,1,42.996,0,42.996,0,42.996,1
42.997,1,42.997,0,42.997,0,42.997,0
42.998,0,42.998,1,42.998,0,42.998,1
42.999,0,42.999,2,42.999,2,42.999,0
43,3,43,1,43,1,43,0
43.001,0,43.001,0,43.001,0,43.001,0
43.002,0,43.002,0,43.002,0,43.002,0
43.003,0,43.003,0,43.003,0,43.003,0
43.004,0,43.004,0,43.004,0,43.004,0
43.005,0,43.005,1,43.005,1,43.005,0
43.006,0,43.006,1,43.006,0,43.006,0
43.007,0,43.007,0,43.007,0,43.007,0
43.008,0,43.008,0,43.008,0,43.008,0
43.009,0,43.009,0,43.009,0,43.009,0
43.01,0,43.01,0,43.01,0,43.01,0
43.011,1,43.011,0,43.011,0,43.011,0
43.012,0,43.012,1,43.012,0,43.012,2
43.013,0,43.013,2,43.013,1,43.013,0
43.014,1,43.014,1,43.014,1,43.014,1
43.015,0,43.015,1,43.015,1,43.015,0
43.016,1,43.016,0,43.016,0,43.016,1
43.017,1,43.017,0,43.017,0,43.017,0
43.018,0,43.018,1,43.018,0,43.018,1
43.019,0,43.019,1,43.019,2,43.019,0
43.02,2,43.02,1,43.02,1,43.02,0
43.021,0,43.021,0,43.021,0,43.021,0
43.022,0,43.022,0,43.022,0,43.022,0
43.023,0,43.023,0,43.023,0,43.023,0
43.024,0,43.024,0,43.024,0,43.024,0
43.025,0,43.025,0,43.025,0,43.025,0
43.026,0,43.026,0,43.026,0,43.026,0
43.027,0,43.027,0,43.027,0,43.027,0
43.028,0,43.028,0,43.028,0,43.028,0
43.029,0,43.029,0,43.029,0,43.029,0
43.03,0,43.03,0,43.03,0,43.03,0
43.031,1,43.031,0,43.031,0,43.031,0
43.032,0,43.032,1,43.032,0,43.032,2
43.033,0,43.033,1,43.033,1,43.033,0
43.034,1,43.034,1,43.034,1,43.034,1
43.035,0,43.035,1,43.035,1,43.035,0
43.036,1,43.036,0,43.036,0,43.036,1
43.037,1,43.037,0,43.037,0,43.037,0
43.038,0,43.038,1,43.038,0,43.038,1
43.039,0,43.039,1,43.039,1,43.039,0
43.04,1,43.04,1,43.04,1,43.04,0
43.041,0,43.041,0,43.041,0,43.041,0
43.042,0,43.042,0,43.042,0,43.042,0
43.043,0,43.043,0,43.043,0,43.043,0
43.044,0,43.044,0,43.044,0,43.044,0
43.045,0,43.045,0,43.045,0,43.045,0
43.046,0,43.046,0,43.046,0,43.046,0
43.047,0,43.047,0,43.047,0,43.047,0
43.048,0,43.048,0,43.048,0,43.048,0
43.049,0,43.049,0,43.049,0,43.049,0
43.05,0,43.05,0,43.05,0,43.05,0
43.051,1,43.051,0,43.051,0,43.051,0
43.052,0,43.052,1,43.052,0,43.052,2
43.053,0,43.053,1,43.053,1,43.053,0
43.054,1,43.054,1,43.054,1,43.054,1
43.055,0,43.055,1,43.055,1,43.055,0
43.056,1,43.056,0,43.056,0,43.056,1
43.057,1,43.057,0,43.057,0,43.057,0
43.058,0,43.058,1,43.058,0,43.058,1
43.059,0,43.059,1,43.059,1,43.059,0
43.06,2,43.06,1,43.06,1,43.06,0
43.061,0,43.061,0,43.061,0,43.061,0
43.062,0,43.062,0,43.062,0,43.062,0
43.063,0,43.063,0,43.063,0,43.063,0
43.064,0,43.064,0,43.064,0,43.064,1
43.065,0,43.065,0,43.065,0,43.065,0
43.066,0,43.066,1,43.066,1,43.066,0
43.067,0,43.067,0,43.067,0,43.067,0
43.068,0,43.068,0,43.068,0,43.068,0
43.069,0,43.069,0,43.069,0,43.069,0
43.07,0,43.07,0,43.07,0,43.07,0
43.071,1,43.071,0,43.071,0,43.071,0
43.072,0,43.072,1,43.072,0,43.072,2
43.073,0,43.073,1,43.073,1,43.073,0
43.074,1,43.074,1,43.074,1,43.074,1
43.075,0,43.075,1,43.075,1,43.075,0
43.076,1,43.076,0,43.076,0,43.076,1
43.077,1,43.077,0,43.077,0,43.077,0
43.078,0,43.078,1,43.078,0,43.078,1
43.079,0,43.079,1,43.079,1,43.079,0
43.08,1,43.08,1,43.08,1,43.08,0
43.081,0,43.081,0,43.081,0,43.081,0
43.082,0,43.082,0,43.082,0,43.082,0
43.083,0,43.083,0,43.083,3,43.083,0
43.084,0,43.084,0,43.084,3,43.084,1
43.085,0,43.085,0,43.085,0,43.085,0
43.086,0,43.086,1,43.086,0,43.086,0
43.087,0,43.087,0,43.087,0,43.087,0
43.088,0,43.088,0,43.088,0,43.088,0
43.089,0,43.089,0,43.089,0,43.089,0
43.09,0,43.09,0,43.09,0,43.09,0
43.091,1,43.091,0,43.091,0,43.091,0
43.092,0,43.092,1,43.092,0,43.092,2
43.093,0,43.093,1,43.093,2,43.093,0
43.094,1,43.094,1,43.094,1,43.094,1
43.095,0,43.095,1,43.095,1,43.095,0
43.096,1,43.096,0,43.096,0,43.096,1
43.097,1,43.097,0,43.097,0,43.097,0
43.098,0,43.098,1,43.098,0,43.098,1
43.099,0,43.099,1,43.099,1,43.099,0
43.1,1,43.1,0,43.1,2,43.1,0
43.101,0,43.101,0,43.101,0,43.101,0
43.102,0,43.102,0,43.102,0,43.102,0
43.103,0,43.103,0,43.103,0,43.103,0
43.104,0,43.104,1,43.104,0,43.104,0
43.105,0,43.105,0,43.105,0,43.105,0
43.106,0,43.106,0,43.106,1,43.106,0
43.107,0,43.107,0,43.107,0,43.107,0
43.108,0,43.108,0,43.108,0,43.108,0
43.109,0,43.109,0,43.109,0,43.109,0
43.11,0,43.11,0,43.11,0,43.11,0
43.111,1,43.111,0,43.111,0,43.111,0
43.112,0,43.112,1,43.112,0,43.112,2
43.113,0,43.113,1,43.113,2,43.113,0
43.114,1,43.114,1,43.114,1,43.114,1
43.115,0,43.115,1,43.115,1,43.115,0
43.116,1,43.116,0,43.116,0,43.116,1
43.117,1,43.117,0,43.117,0,43.117,0
43.118,0,43.118,1,43.118,0,43.118,0
43.119,0,43.119,1,43.119,1,43.119,0
43.12,1,43.12,1,43.12,2,43.12,1
43.121,0,43.121,0,43.121,0,43.121,0
43.122,0,43.122,0,43.122,0,43.122,0
43.123,0,43.123,0,43.123,0,43.123,0
43.124,0,43.124,0,43.124,0,43.124,0
43.125,0,43.125,0,43.125,0,43.125,0
43.126,0,43.126,0,43.126,2,43.126,0
43.127,0,43.127,0,43.127,0,43.127,0
43.128,0,43.128,0,43.128,0,43.128,0
43.129,0,43.129,0,43.129,0,43.129,0
43.13,0,43.13,0,43.13,0,43.13,0
43.131,1,43.131,0,43.131,0,43.131,0
43.132,0,43.132,1,43.132,0,43.132,2
43.133,0,43.133,1,43.133,2,43.133,0
43.134,1,43.134,1,43.134,1,43.134,1
43.135,0,43.135,1,43.135,1,43.135,0
43.136,1,43.136,0,43.136,0,43.136,1
43.137,1,43.137,0,43.137,0,43.137,0
43.138,0,43.138,1,43.138,0,43.138,1
43.139,0,43.139,1,43.139,1,43.139,0
43.14,1,43.14,1,43.14,2,43.14,0
43.141,0,43.141,0,43.141,0,43.141,0
43.142,0,43.142,0,43.142,0,43.142,0
43.143,0,43.143,0,43.143,0,43.143,0
43.144,0,43.144,1,43.144,0,43.144,0
43.145,0,43.145,0,43.145,0,43.145,0
43.146,0,43.146,1,43.146,1,43.146,0
43.147,0,43.147,0,43.147,0,43.147,0
43.148,0,43.148,0,43.148,0,43.148,0
43.149,0,43.149,0,43.149,0,43.149,0
43.15,0,43.15,0,43.15,0,43.15,0
43.151,1,43.151,0,43.151,0,43.151,0
43.152,0,43.152,1,43.152,0,43.152,2
43.153,0,43.153,1,43.153,2,43.153,0
43.154,1,43.154,1,43.154,1,43.154,1
43.155,0,43.155,1,43.155,1,43.155,0
43.156,1,43.156,0,43.156,0,43.156,1
43.157,1,43.157,0,43.157,0,43.157,0
43.158,0,43.158,1,43.158,0,43.158,1
43.159,0,43.159,1,43.159,1,43.159,0
43.16,1,43.16,1,43.16,2,43.16,0
43.161,0,43.161,0,43.161,0,43.161,0
43.162,0,43.162,0,43.162,0,43.162,0
43.163,0,43.163,0,43.163,0,43.163,0
43.164,0,43.164,0,43.164,0,43.164,1
43.165,0,43.165,0,43.165,0,43.165,0
43.166,0,43.166,0,43.166,1,43.166,0
43.167,0,43.167,0,43.167,0,43.167,0
43.168,0,43.168,0,43.168,0,43.168,0
43.169,0,43.169,0,43.169,0,43.169,0
43.17,0,43.17,0,43.17,0,43.17,0
43.171,1,43.171,0,43.171,0,43.171,0
43.172,0,43.172,1,43.172,0,43.172,2
43.173,0,43.173,1,43.173,2,43.173,0
43.174,1,43.174,1,43.174,1,43.174,1
43.175,0,43.175,1,43.175,1,43.175,0
43.176,1,43.176,0,43.176,0,43.176,1
43.177,1,43.177,0,43.177,0,43.177,0
43.178,0,43.178,1,43.178,0,43.178,0
43.179,0,43.179,1,43.179,1,43.179,0
43.18,1,43.18,1,43.18,1,43.18,0
43.181,0,43.181,0,43.181,0,43.181,0
43.182,0,43.182,0,43.182,0,43.182,0
43.183,0,43.183,0,43.183,0,43.183,0
43.184,0,43.184,0,43.184,0,43.184,0
43.185,0,43.185,0,43.185,0,43.185,0
43.186,0,43.186,0,43.186,0,43.186,0
43.187,0,43.187,0,43.187,0,43.187,0
43.188,0,43.188,0,43.188,0,43.188,0
43.189,0,43.189,0,43.189,0,43.189,0
43.19,0,43.19,0,43.19,0,43.19,0
43.191,1,43.191,0,43.191,0,43.191,0
43.192,0,43.192,1,43.192,0,43.192,2
43.193,0,43.193,1,43.193,2,43.193,0
43.194,1,43.194,1,43.194,1,43.194,1
43.195,0,43.195,1,43.195,1,43.195,0
43.196,1,43.196,0,43.196,0,43.196,1
43.197,1,43.197,0,43.197,0,43.197,0
43.198,0,43.198,1,43.198,0,43.198,1
43.199,0,43.199,1,43.199,1,43.199,0
43.2,1,43.2,0,43.2,2,43.2,0
43.201,0,43.201,0,43.201,0,43.201,0
43.202,0,43.202,0,43.202,0,43.202,0
43.203,0,43.203,0,43.203,0,43.203,0
43.204,0,43.204,0,43.204,0,43.204,0
43.205,0,43.205,0,43.205,0,43.205,0
43.206,0,43.206,0,43.206,1,43.206,0
43.207,0,43.207,0,43.207,0,43.207,0
43.208,0,43.208,0,43.208,0,43.208,0
43.209,0,43.209,0,43.209,0,43.209,0
43.21,0,43.21,0,43.21,0,43.21,0
43.211,1,43.211,0,43.211,0,43.211,0
43.212,0,43.212,1,43.212,0,43.212,2
43.213,0,43.213,1,43.213,2,43.213,0
43.214,1,43.214,1,43.214,1,43.214,1
43.215,0,43.215,1,43.215,1,43.215,0
43.216,1,43.216,0,43.216,0,43.216,1
43.217,1,43.217,0,43.217,0,43.217,0
43.218,0,43.218,1,43.218,0,43.218,1
43.219,0,43.219,1,43.219,1,43.219,0
43.22,1,43.22,1,43.22,2,43.22,0
43.221,0,43.221,0,43.221,0,43.221,0
43.222,0,43.222,0,43.222,0,43.222,0
43.223,0,43.223,0,43.223,0,43.223,0
43.224,0,43.224,0,43.224,0,43.224,0
43.225,0,43.225,0,43.225,0,43.225,0
43.226,0,43.226,0,43.226,1,43.226,0
43.227,0,43.227,0,43.227,0,43.227,0
43.228,0,43.228,0,43.228,0,43.228,0
43.229,0,43.229,0,43.229,0,43.229,0
43.23,0,43.23,0,43.23,0,43.23,0
43.231,1,43.231,0,43.231,0,43.231,0
43.232,0,43.232,1,43.232,0,43.232,2
43.233,0,43.233,1,43.233,2,43.233,0
43.234,1,43.234,1,43.234,1,43.234,1
43.235,0,43.235,1,43.235,1,43.235,0
43.236,1,43.236,0,43.236,0,43.236,1
43.237,1,43.237,0,43.237,0,43.237,0
43.238,0,43.238,1,43.238,0,43.238,0
43.239,0,43.239,1,43.239,1,43.239,0
43.24,1,43.24,1,43.24,2,43.24,0
43.241,0,43.241,0,43.241,0,43.241,0
43.242,0,43.242,0,43.242,0,43.242,0
43.243,0,43.243,0,43.243,0,43.243,0
43.244,0,43.244,0,43.244,0,43.244,0
43.245,0,43.245,0,43.245,0,43.245,0
43.246,0,43.246,1,43.246,1,43.246,0
43.247,0,43.247,0,43.247,0,43.247,0
43.248,0,43.248,0,43.248,0,43.248,0
43.249,0,43.249,0,43.249,0,43.249,0
43.25,0,43.25,0,43.25,0,43.25,0
43.251,1,43.251,0,43.251,0,43.251,0
43.252,0,43.252,1,43.252,0,43.252,2
43.253,0,43.253,1,43.253,2,43.253,0
43.254,1,43.254,1,43.254,1,43.254,1
43.255,0,43.255,1,43.255,1,43.255,0
43.256,1,43.256,0,43.256,0,43.256,1
43.257,1,43.257,0,43.257,0,43.257,0
43.258,0,43.258,1,43.258,0,43.258,1
43.259,0,43.259,1,43.259,1,43.259,0
43.26,1,43.26,0,43.26,2,43.26,0
43.261,0,43.261,0,43.261,0,43.261,0
43.262,0,43.262,0,43.262,0,43.262,0
43.263,0,43.263,0,43.263,0,43.263,0
43.264,0,43.264,0,43.264,0,43.264,0
43.265,0,43.265,0,43.265,0,43.265,0
43.266,0,43.266,0,43.266,1,43.266,0
43.267,0,43.267,0,43.267,0,43.267,0
43.268,0,43.268,0,43.268,0,43.268,0
43.269,0,43.269,0,43.269,0,43.269,0
43.27,0,43.27,0,43.27,0,43.27,0
43.271,1,43.271,0,43.271,0,43.271,0
43.272,0,43.272,1,43.272,0,43.272,2
43.273,0,43.273,1,43.273,2,43.273,0
43.274,1,43.274,1,43.274,1,43.274,1
43.275,0,43.275,1,43.275,1,43.275,0
43.276,1,43.276,0,43.276,0,43.276,1
43.277,1,43.277,0,43.277,0,43.277,0
43.278,0,43.278,1,43.278,0,43.278,1
43.279,0,43.279,1,43.279,1,43.279,0
43.28,1,43.28,1,43.28,2,43.28,0
43.281,0,43.281,0,43.281,0,43.281,0
43.282,0,43.282,0,43.282,0,43.282,0
43.283,0,43.283,0,43.283,0,43.283,0
43.284,0,43.284,0,43.284,0,43.284,0
43.285,0,43.285,0,43.285,0,43.285,0
43.286,0,43.286,0,43.286,1,43.286,0
43.287,0,43.287,0,43.287,0,43.287,0
43.288,0,43.288,0,43.288,0,43.288,0
43.289,0,43.289,0,43.289,0,43.289,0
43.29,0,43.29,0,43.29,0,43.29,0
43.291,1,43.291,0,43.291,0,43.291,0
43.292,0,43.292,1,43.292,0,43.292,2
43.293,0,43.293,1,43.293,2,43.293,0
43.294,1,43.294,1,43.294,1,43.294,1
43.295,0,43.295,1,43.295,1,43.295,0
43.296,1,43.296,0,43.296,0,43.296,1
43.297,1,43.297,0,43.297,0,43.297,0
43.298,0,43.298,1,43.298,0,43.298,1
43.299,0,43.299,1,43.299,1,43.299,0
43.3,1,43.3,1,43.3,2,43.3,0
43.301,0,43.301,0,43.301,0,43.301,0
43.302,0,43.302,0,43.302,0,43.302,0
43.303,0,43.303,0,43.303,0,43.303,0
43.304,0,43.304,0,43.304,0,43.304,1
43.305,0,43.305,0,43.305,0,43.305,0
43.306,0,43.306,1,43.306,1,43.306,0
43.307,0,43.307,0,43.307,0,43.307,0
43.308,0,43.308,0,43.308,0,43.308,0
43.309,0,43.309,0,43.309,0,43.309,0
43.31,0,43.31,0,43.31,0,43.31,0
43.311,1,43.311,0,43.311,0,43.311,0
43.312,0,43.312,2,43.312,0,43.312,2
43.313,0,43.313,1,43.313,2,43.313,0
43.314,1,43.314,1,43.314,1,43.314,1
43.315,0,43.315,1,43.315,1,43.315,0
43.316,1,43.316,0,43.316,0,43.316,1
43.317,1,43.317,0,43.317,0,43.317,0
43.318,0,43.318,1,43.318,0,43.318,1
43.319,0,43.319,1,43.319,1,43.319,0
43.32,1,43.32,0,43.32,2,43.32,0
43.321,0,43.321,0,43.321,0,43.321,0
43.322,0,43.322,0,43.322,0,43.322,0
43.323,0,43.323,0,43.323,0,43.323,0
43.324,0,43.324,1,43.324,0,43.324,0
43.325,0,43.325,0,43.325,0,43.325,0
43.326,0,43.326,0,43.326,1,43.326,0
43.327,0,43.327,0,43.327,0,43.327,0
43.328,0,43.328,0,43.328,0,43.328,0
43.329,0,43.329,0,43.329,0,43.329,0
43.33,0,43.33,0,43.33,0,43.33,0
43.331,1,43.331,0,43.331,0,43.331,0
43.332,0,43.332,1,43.332,0,43.332,2
43.333,0,43.333,1,43.333,2,43.333,0
43.334,1,43.334,1,43.334,1,43.334,1
43.335,0,43.335,1,43.335,1,43.335,0
43.336,1,43.336,0,43.336,0,43.336,1
43.337,1,43.337,0,43.337,0,43.337,0
43.338,0,43.338,1,43.338,0,43.338,1
43.339,0,43.339,1,43.339,1,43.339,0
43.34,1,43.34,1,43.34,2,43.34,0
43.341,0,43.341,0,43.341,0,43.341,0
43.342,0,43.342,0,43.342,0,43.342,0
43.343,0,43.343,0,43.343,0,43.343,0
43.344,0,43.344,0,43.344,0,43.344,1
43.345,0,43.345,0,43.345,0,43.345,0
43.346,0,43.346,0,43.346,2,43.346,0
43.347,0,43.347,0,43.347,0,43.347,0
43.348,0,43.348,0,43.348,0,43.348,0
43.349,0,43.349,0,43.349,0,43.349,0
43.35,0,43.35,0,43.35,0,43.35,0
43.351,1,43.351,0,43.351,0,43.351,0
43.352,0,43.352,1,43.352,0,43.352,2
43.353,0,43.353,1,43.353,2,43.353,0
43.354,1,43.354,1,43.354,1,43.354,1
43.355,0,43.355,1,43.355,1,43.355,0
43.356,1,43.356,0,43.356,0,43.356,1
43.357,1,43.357,0,43.357,0,43.357,0
43.358,0,43.358,1,43.358,0,43.358,1
43.359,0,43.359,1,43.359,1,43.359,0
43.36,1,43.36,0,43.36,2,43.36,0
43.361,0,43.361,0,43.361,0,43.361,0
43.362,0,43.362,0,43.362,0,43.362,0
43.363,0,43.363,0,43.363,0,43.363,0
43.364,0,43.364,0,43.364,0,43.364,0
43.365,0,43.365,0,43.365,0,43.365,0
43.366,0,43.366,0,43.366,1,43.366,0
43.367,0,43.367,0,43.367,0,43.367,0
43.368,0,43.368,0,43.368,0,43.368,0
43.369,0,43.369,0,43.369,0,43.369,0
43.37,0,43.37,0,43.37,0,43.37,0
43.371,1,43.371,0,43.371,0,43.371,0
43.372,0,43.372,1,43.372,0,43.372,2
43.373,0,43.373,1,43.373,2,43.373,0
43.374,1,43.374,1,43.374,1,43.374,1
43.375,0,43.375,1,43.375,1,43.375,0
43.376,1,43.376,0,43.376,0,43.376,1
43.377,1,43.377,0,43.377,0,43.377,0
43.378,0,43.378,1,43.378,0,43.378,1
43.379,0,43.379,1,43.379,1,43.379,0
43.38,2,43.38,1,43.38,1,43.38,0
43.381,0,43.381,0,43.381,0,43.381,0
43.382,0,43.382,0,43.382,0,43.382,0
43.383,0,43.383,0,43.383,0,43.383,0
43.384,0,43.384,1,43.384,0,43.384,1
43.385,0,43.385,0,43.385,0,43.385,0
43.386,0,43.386,1,43.386,1,43.386,0
43.387,0,43.387,0,43.387,0,43.387,0
43.388,0,43.388,0,43.388,0,43.388,0
43.389,0,43.389,0,43.389,0,43.389,0
43.39,0,43.39,0,43.39,0,43.39,0
43.391,1,43.391,0,43.391,0,43.391,0
43.392,0,43.392,2,43.392,0,43.392,2
43.393,0,43.393,1,43.393,2,43.393,0
